video_name,video_class,action_ids,num_clips,clips,train,num_actions
uQ34Hu-hl78,AssembleCabinet,"[612, 613]",1,"[[0, 2]]",True,2.0
Nj1aD-3jLhU,AssembleCabinet,"[612, 613]",1,"[[0, 2]]",True,2.0
mYFrTHd8NRg,AssembleCabinet,"[612, 613, 612]",1,"[[0, 3]]",True,3.0
Itos5-EiiuQ,AssembleCabinet,"[612, 613]",1,"[[0, 2]]",True,2.0
DcpwZ5Tqau0,AssembleCabinet,"[612, 614, 614]",1,"[[0, 3]]",True,3.0
0dqx7VOjiJI,AssembleCabinet,"[612, 614, 612]",1,"[[0, 3]]",True,3.0
QfMTlmEWeMg,AssembleCabinet,"[612, 613, 612, 613]",1,"[[0, 4]]",True,4.0
IMgMVNUHB8w,AssembleCabinet,"[612, 613, 612, 613]",1,"[[0, 4]]",True,4.0
j0bcoBx_GLU,AssembleCabinet,"[614, 613]",1,"[[0, 2]]",True,2.0
bkB9DyxpJKY,AssembleCabinet,"[612, 613, 614]",1,"[[0, 3]]",True,3.0
vYyfNz0ppCM,AssembleCabinet,"[614, 614, 613]",1,"[[0, 3]]",True,3.0
MR_olQaxdoQ,AssembleCabinet,"[612, 614]",1,"[[0, 2]]",True,2.0
z-b-R5WYQYY,AssembleCabinet,"[612, 613]",1,"[[0, 2]]",True,2.0
Qg8NfR5jotQ,AssembleCabinet,"[612, 613]",1,"[[0, 2]]",True,2.0
1pIVbDlhpEQ,AssembleDesktopPC,"[270, 271, 272, 272]",1,"[[0, 4]]",False,4.0
F8Q4vDklees,AssembleDesktopPC,"[273, 270, 273, 270, 273]",1,"[[0, 5]]",True,5.0
QpCIA0oYs7Y,AssembleDesktopPC,"[270, 271, 273, 272, 273, 272]",1,"[[0, 5]]",True,6.0
kfoiq1Hamqs,AssembleDesktopPC,"[270, 273]",1,"[[0, 2]]",True,2.0
1uC8HH7BqRI,AssembleDesktopPC,"[270, 271, 273]",1,"[[0, 3]]",True,3.0
8VgOnbrx3Ys,AssembleDesktopPC,"[270, 271, 273, 273]",1,"[[0, 4]]",True,4.0
ClAhk-f35X8,AssembleDesktopPC,"[270, 271, 272]",1,"[[0, 3]]",True,3.0
hUTvqHNX6SI,AssembleDesktopPC,"[270, 273, 272, 272]",1,"[[0, 4]]",True,4.0
qEWbvFspEDo,AssembleDesktopPC,"[270, 273, 274]",1,"[[0, 3]]",True,3.0
xpCjuiBnURs,AssembleDesktopPC,"[274, 273]",1,"[[0, 2]]",True,2.0
6Th3h75Cvb4,AssembleDesktopPC,"[270, 271, 272, 273, 272]",1,"[[0, 5]]",True,5.0
GvoZ4Qj1CxU,AssembleDesktopPC,"[271, 270]",1,"[[0, 2]]",True,2.0
pb8J6-B__HE,AssembleDesktopPC,"[270, 272, 273]",1,"[[0, 3]]",True,3.0
YGvDGiO21j0,AssembleDesktopPC,"[271, 270, 272]",1,"[[0, 3]]",True,3.0
97x_04a7l4Q,AssembleDesktopPC,"[270, 273, 271]",1,"[[0, 3]]",True,3.0
bc8TX4brvok,AssembleDesktopPC,"[270, 271, 272, 273, 272, 272, 272]",2,"[[0, 5], [5, 7]]",True,7.0
8JOxKSkkdMM,AssembleDesktopPC,"[273, 272, 273]",1,"[[0, 3]]",True,3.0
msMEYR5ak8o,AssembleDesktopPC,"[270, 272, 270, 272, 272]",1,"[[0, 5]]",True,5.0
uhZe-F8lckc,AssembleDesktopPC,"[270, 271, 272, 274]",1,"[[0, 4]]",True,4.0
XrjIVe63hLM,AssembleDesktopPC,"[272, 270, 271, 272, 274]",1,"[[0, 5]]",True,5.0
ijg-qlBwG7w,AssembleDesktopPC,"[270, 271, 270, 273]",1,"[[0, 4]]",True,4.0
LO4_JIl7GOw,AssembleDesktopPC,"[270, 271]",1,"[[0, 2]]",True,2.0
vn_YyeW1cQo,AssembleDesktopPC,"[270, 272]",1,"[[0, 2]]",True,2.0
VS4IdFamao4,AssembleDesktopPC,"[272, 271, 273, 272]",1,"[[0, 4]]",True,4.0
0VyM72BavZg,AssembleDesktopPC,"[270, 271, 273]",1,"[[0, 3]]",True,3.0
_eRIX6IpiKw,AssembleDesktopPC,"[270, 273, 270, 273, 272]",1,"[[0, 5]]",True,5.0
Bb-5C0mdc5Y,AssembleDesktopPC,"[270, 272, 272, 273]",1,"[[0, 4]]",False,4.0
NgxrnP8Rm0U,AssembleDesktopPC,"[270, 271]",1,"[[0, 2]]",False,2.0
yDad9CuHvSU,AssembleDesktopPC,"[270, 272]",1,"[[0, 2]]",False,2.0
9vKzWtLEpSE,AssembleDesktopPC,"[270, 271, 272, 273]",1,"[[0, 4]]",False,4.0
WHoNJ-S3s4Y,AssembleDesktopPC,"[270, 271, 273]",1,"[[0, 3]]",False,3.0
5BackLX-5fg,AssembleDesktopPC,"[270, 271, 273, 270]",1,"[[0, 4]]",True,4.0
CCSZKJjWUJo,AssembleDesktopPC,"[270, 270, 270, 272, 272, 272]",1,"[[0, 5]]",True,6.0
IznjZodU4yI,AssembleDesktopPC,"[270, 272, 271, 272, 274]",1,"[[0, 5]]",True,5.0
vliLOAp3qCw,AssembleDesktopPC,"[270, 271]",1,"[[0, 2]]",True,2.0
a158bYDFSwU,AssembleDesktopPC,"[270, 271, 271]",1,"[[0, 3]]",True,3.0
FN_8OsMmEQU,AssembleDesktopPC,"[270, 271, 270, 272, 272, 270, 270, 273, 272]",2,"[[0, 5], [5, 9]]",True,9.0
v1PFy5uHQp0,AssembleDesktopPC,"[270, 272]",1,"[[0, 2]]",True,2.0
4TBfqncvM9U,AssembleDesktopPC,"[270, 271, 270, 272, 273, 272, 272]",2,"[[0, 5], [5, 7]]",True,7.0
nfuoDFs2VJI,AssembleDesktopPC,"[270, 273, 272, 273, 272]",1,"[[0, 5]]",True,5.0
zDIu724WMIU,AssembleDesktopPC,"[270, 273, 272]",1,"[[0, 3]]",True,3.0
5qczGR4KMnY,AssembleDesktopPC,"[270, 271, 273]",1,"[[0, 3]]",True,3.0
0KhSbSWZbi4,AssembleDesktopPC,"[270, 271, 273]",1,"[[0, 3]]",True,3.0
5NAJ-Onv2eM,AssembleDesktopPC,"[270, 271, 272, 273]",1,"[[0, 4]]",True,4.0
MViVKziDY3M,AssembleDesktopPC,"[271, 270, 270, 272]",1,"[[0, 4]]",True,4.0
uFaaNtPTtIc,AssembleDesktopPC,"[270, 272, 274]",1,"[[0, 3]]",True,3.0
8JfOGegjwsM,AssembleDesktopPC,"[270, 271, 272, 273, 272, 272, 273, 272, 271, 274]",2,"[[0, 5], [5, 10]]",True,10.0
uHzSusi9s2A,AssembleDesktopPC,"[270, 271, 270, 273]",1,"[[0, 4]]",True,4.0
hMaq-SgP7Zw,AssembleDesktopPC,"[270, 271, 270, 272, 272, 274]",1,"[[0, 5]]",True,6.0
rh9sQLH9IYA,AssembleDesktopPC,"[273, 271, 273]",1,"[[0, 3]]",True,3.0
d63L3BP3MVg,AssembleDesktopPC,"[270, 271, 272, 273, 272, 273, 274]",2,"[[0, 5], [5, 7]]",True,7.0
RFlltVU9oMM,AssembleOfficeChair,"[501, 502, 502, 503]",1,"[[0, 4]]",False,4.0
Yjy0g_rXd9Q,AssembleOfficeChair,"[502, 502, 503, 502]",1,"[[0, 4]]",True,4.0
VYtoUQCAkG0,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
ssR2uqJRu1Y,AssembleOfficeChair,"[502, 501, 502, 503]",1,"[[0, 4]]",True,4.0
g2Y6N8pt_Yo,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
zjIWb7aP86Y,AssembleOfficeChair,"[501, 502, 502, 503, 502]",1,"[[0, 5]]",True,5.0
tdqPzQvTeS8,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
0tThUiCiT-8,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
DqEBFFnOrck,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
yHtQYznDiz0,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
qaBOYYuIc6E,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
55WzTSED5SI,AssembleOfficeChair,"[501, 502, 502]",1,"[[0, 3]]",True,3.0
hBgahDObKGM,AssembleOfficeChair,"[502, 501, 502, 503, 503]",1,"[[0, 5]]",True,5.0
1AcNCeOSzgU,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
5SWd2DmTJ20,AssembleOfficeChair,"[502, 501, 503]",1,"[[0, 3]]",True,3.0
KgMn-9V3I8Q,AssembleOfficeChair,"[501, 503, 502]",1,"[[0, 3]]",True,3.0
dZK3XI0uHWI,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
Rg5D-VujoQk,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
E6z27ljjOsY,AssembleOfficeChair,"[502, 501, 502, 503]",1,"[[0, 4]]",True,4.0
EWXE7gnP2PI,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
jQIST0kIvng,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
lju2Iy2_-AI,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
PDele0Lq-iM,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
_taY1Bf8ldo,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
4yIjDmItHyI,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
xjlappnagSg,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
7HhXwM0WTsE,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
2uKIUxlomWg,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
KOFl7Gx5sBs,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
l3Nl9RXhkVw,AssembleOfficeChair,"[502, 502, 503]",1,"[[0, 3]]",True,3.0
hbdljEbnWsA,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
s7bQwV16TkY,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
wriANl6Ceqs,AssembleOfficeChair,"[501, 502, 503, 503]",1,"[[0, 4]]",True,4.0
198JTgxDFjA,AssembleOfficeChair,"[501, 503, 502]",1,"[[0, 3]]",True,3.0
0XroLoHsicg,AssembleOfficeChair,"[502, 501, 503, 502]",1,"[[0, 4]]",True,4.0
Ln5vXWXihyI,AssembleOfficeChair,"[502, 501, 503, 502]",1,"[[0, 4]]",True,4.0
ZR7tcOL_JNM,AssembleOfficeChair,"[501, 502, 502, 503]",1,"[[0, 4]]",True,4.0
mHEhC46xVbw,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
_gkAcJKcENo,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
1NoW960BQEw,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
FmUjJue__Zg,AssembleOfficeChair,"[501, 502, 502, 503]",1,"[[0, 4]]",True,4.0
X12h77w4HEs,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
Y6d-H19ZpsI,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
aD1otBoKP0Y,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
IuLXpF0pkRc,AssembleOfficeChair,"[501, 503, 502]",1,"[[0, 3]]",True,3.0
0LtMT6okUI0,AssembleOfficeChair,"[502, 501, 503]",1,"[[0, 3]]",True,3.0
jgcVW8xV0kk,AssembleOfficeChair,"[501, 503]",1,"[[0, 2]]",True,2.0
ykdRskI-s0E,AssembleOfficeChair,"[502, 502, 501, 503]",1,"[[0, 4]]",True,4.0
IDP1EYGjjic,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
S7xBXZQ9l48,AssembleOfficeChair,"[502, 501, 503]",1,"[[0, 3]]",True,3.0
PPCOVrtFXEY,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
TvgJ8WWiU_k,AssembleOfficeChair,"[501, 502, 502, 503]",1,"[[0, 4]]",True,4.0
up5uFzYth-g,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
W5W1XXdueT0,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
Kw-Gu3Y3usk,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
vM5iE7GPUS8,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
wtYxVPXkdek,AssembleOfficeChair,"[502, 502, 503]",1,"[[0, 3]]",True,3.0
ITk1GAW4wfI,AssembleOfficeChair,"[501, 502, 503, 503, 502]",1,"[[0, 5]]",True,5.0
F-3jiQnL3Z8,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
ssYFbAR_874,AssembleOfficeChair,"[501, 502, 502, 503]",1,"[[0, 4]]",True,4.0
wmPq18PBJhM,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",True,4.0
ptGkRLeZM1k,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
Y-meg95lHCw,AssembleOfficeChair,"[502, 501, 502, 503]",1,"[[0, 4]]",True,4.0
chcQY9OQQRM,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
r_qaDKhe71Q,AssembleOfficeChair,"[502, 501, 502, 503, 502]",1,"[[0, 5]]",True,5.0
iWVSqyi7Yyw,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
4juMYBSh5IE,AssembleOfficeChair,"[501, 502, 502, 502, 503, 502]",1,"[[0, 5]]",False,6.0
seMxKR1_t98,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",False,4.0
e9bgVfCLNK8,AssembleOfficeChair,"[503, 502]",1,"[[0, 2]]",False,2.0
i3SRM5IKYlU,AssembleOfficeChair,"[501, 503, 502]",1,"[[0, 3]]",False,3.0
LRFDTqF2-FE,AssembleOfficeChair,"[501, 502, 503, 502]",1,"[[0, 4]]",False,4.0
bO3-DRcp5c8,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",False,3.0
A05BVLYfgMM,AssembleOfficeChair,"[502, 502, 503]",1,"[[0, 3]]",False,3.0
R2pP7jfav5I,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",False,3.0
IBRuh4kPleU,AssembleOfficeChair,"[501, 502, 503, 502, 502]",1,"[[0, 5]]",False,5.0
eujkxMFftCc,AssembleOfficeChair,"[502, 503, 502]",1,"[[0, 3]]",False,3.0
eFNB6ATqDwE,AssembleOfficeChair,"[501, 502, 503]",1,"[[0, 3]]",True,3.0
